Series,Date,Player,Team,Goals,Assists,Turnovers,"Quadball Stops","Beater Stops","Beater Shifts","Average Dodgeballs",Plus/Minus,"Runner Catches","Games Played"
"AUS vs CHI",2023-08-27,"Byron Ng",CHI,3,0,1,3,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Colin Gaines",CHI,0,0,0,0,1,17,1.5882,-1,0,2
"AUS vs CHI",2023-08-27,"Liam Zach",CHI,2,0,1,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Amy Zasadzinski",CHI,0,0,0,1,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Ryley Andrews",CHI,7,1,5,1,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Jim Richert",CHI,0,0,0,0,0,8,1.2500,-2,0,1
"AUS vs CHI",2023-08-27,"Nivash Jayaram",CHI,0,1,1,1,0,1,1.0000,0,0,2
"AUS vs CHI",2023-08-27,"Nathan Digmann",CHI,0,4,6,2,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Melanie Rolfe",CHI,0,0,1,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Benjamin Peachey",CHI,1,1,2,1,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Dylan Bottoms",AUS,2,2,0,3,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Louis Sanchez",AUS,1,4,3,3,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Andrew Axtell",AUS,5,2,2,2,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Daniel Williams",AUS,0,0,0,0,3,36,1.6667,4,0,2
"AUS vs WAS",2023-08-27,"Taylor Tracy",AUS,0,0,0,0,1,10,1.3000,0,0,2
"AUS vs WAS",2023-08-27,"Mark McQuage",AUS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Mel Kite",AUS,2,0,1,3,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Eric Reyes",AUS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Pierce Wilson",AUS,0,0,0,0,0,0,NULL,0,1,2
"AUS vs WAS",2023-08-27,"Kaci Erwin",AUS,1,1,0,3,0,9,1.3333,1,0,2
"AUS vs WAS",2023-08-27,"Kyzer Polzin",AUS,0,0,0,0,3,11,1.8182,4,0,2
"AUS vs WAS",2023-08-27,"Sammy Garza",AUS,2,1,1,0,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Jackson Johnson",AUS,0,0,0,0,6,22,1.6364,2,0,2
"AUS vs WAS",2023-08-27,"Cameron Castilaw",AUS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Josh Johnson",AUS,8,2,5,0,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Kasye Bevers",AUS,0,0,0,0,2,30,1.7000,5,0,2
"AUS vs WAS",2023-08-27,"Michael Parada",AUS,1,2,1,2,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Miguel Esparza",AUS,6,0,1,1,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Augustine Monroe",AUS,3,6,3,2,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Jenna Adams Tracy",AUS,1,0,1,0,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Jennifer Bollweg",AUS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Julia Rankin",WAS,2,0,1,0,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Nicola Gertler",WAS,0,0,0,0,1,11,0.6364,-3,0,2
"AUS vs WAS",2023-08-27,"Rachel Heald",WAS,2,3,2,2,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Diana Howard",WAS,0,0,0,0,0,19,1.3684,-4,0,2
"AUS vs WAS",2023-08-27,"Nathan Morton",WAS,0,0,0,0,0,18,1.0000,-4,0,2
"AUS vs WAS",2023-08-27,"Julia Baer",WAS,2,2,2,1,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Tai-Juan Generette",WAS,1,0,3,3,0,0,NULL,0,1,2
"AUS vs WAS",2023-08-27,"Bryan Mulcahy",WAS,3,0,2,2,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Bernardo Berges",WAS,0,0,0,0,0,10,1.2000,1,0,1
"AUS vs WAS",2023-08-27,"Adrian Koretsky",WAS,0,0,0,0,1,15,1.2667,-3,0,2
"AUS vs WAS",2023-08-27,"Shane McConaghie",WAS,0,2,5,2,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Katryna Hicks",WAS,0,0,0,0,1,7,1.2857,0,0,1
"AUS vs WAS",2023-08-27,"Melissa Smith",WAS,0,0,0,0,0,6,0.8333,-3,0,1
"AUS vs WAS",2023-08-27,"Tyler Trudeau",WAS,2,2,2,1,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"John Gaffigan",WAS,1,0,3,0,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Dale Farnan",WAS,0,2,0,3,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Colin Bourn",WAS,0,0,0,0,1,15,1.2667,-6,0,2
"AUS vs WAS",2023-08-27,"Riley Starrs",WAS,1,2,3,1,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Robert Rice",WAS,0,0,0,0,0,3,1.3333,-1,0,1
"AUS vs WAS",2023-08-27,"David Littleton",WAS,2,0,2,1,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Jerrick Knippel",WAS,3,2,4,1,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Julianne Nuetzel",WAS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs WAS",2023-08-27,"Zain Bhalia",WAS,0,0,0,0,0,12,1.0833,-3,0,2
"CHI vs NYC",2023-08-27,"Colin Gaines",CHI,0,0,0,0,0,2,2.0000,-1,0,1
"CHI vs NYC",2023-08-27,"Michael Mrowiec",CHI,0,0,0,0,3,16,1.4375,1,0,3
"CHI vs NYC",2023-08-27,"Lauren Smith",CHI,0,0,1,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Nivash Jayaram",CHI,1,0,1,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Dany Yaacoub",CHI,0,0,0,0,4,38,1.3158,4,0,3
"CHI vs NYC",2023-08-27,"Tim Kwan",CHI,0,0,0,0,0,5,1.2000,-2,0,2
"CHI vs NYC",2023-08-27,"Ally Manzella",CHI,4,0,4,1,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Liam Zach",CHI,1,2,2,0,0,0,NULL,0,1,3
"CHI vs NYC",2023-08-27,"Emma Vasquez",CHI,0,0,2,1,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Nojus Ausra",CHI,0,0,0,0,1,22,1.1364,-2,1,3
"CHI vs NYC",2023-08-27,"Grant Himmelmann",CHI,0,0,0,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Matt Brown",CHI,0,0,0,0,6,45,1.4000,-1,0,3
"CHI vs NYC",2023-08-27,"Matt Melton",CHI,0,0,3,1,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Caleb Williams",CHI,0,0,0,0,0,16,1.4375,-3,0,3
"CHI vs NYC",2023-08-27,"Nathan Digmann",CHI,8,7,5,4,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Benjamin Peachey",CHI,1,0,3,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Melanie Rolfe",CHI,0,0,0,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Ryley Andrews",CHI,8,5,3,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Jim Richert",CHI,0,0,0,0,4,24,1.1667,-4,0,3
"CHI vs NYC",2023-08-27,"Cole Collins",CHI,3,1,0,3,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Byron Ng",CHI,6,0,2,6,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Amy Zasadzinski",CHI,4,0,1,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Phill Cain",NYC,0,0,0,0,0,2,1.5000,0,0,3
"CHI vs NYC",2023-08-27,"Christopher Balasa",NYC,0,0,0,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Eric Pagoada",NYC,1,0,0,1,0,0,NULL,0,1,3
"CHI vs NYC",2023-08-27,"Tessa Mullins",NYC,0,0,0,0,1,36,1.2778,8,0,3
"CHI vs NYC",2023-08-27,"Vincent Iannucci",NYC,0,1,1,4,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Emily Hickmott",NYC,1,0,0,1,3,9,1.5556,2,0,3
"CHI vs NYC",2023-08-27,"Michael Li",NYC,4,2,11,2,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Vincenzo Cicco",NYC,0,0,0,0,0,9,1.3333,-4,0,3
"CHI vs NYC",2023-08-27,"Tate Kay",NYC,0,0,0,0,1,35,1.4286,8,0,3
"CHI vs NYC",2023-08-27,"Frank Minson",NYC,4,1,5,3,0,1,1.0000,-1,0,3
"CHI vs NYC",2023-08-27,"Avery Olivar",NYC,1,0,1,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Jahved Cole",NYC,2,0,6,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Devin Lee",NYC,0,0,0,0,1,30,1.3000,-2,0,3
"CHI vs NYC",2023-08-27,"Lindsay Marella",NYC,3,3,5,5,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Zachary Armantrading",NYC,2,0,2,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Molly Potter",NYC,0,0,1,0,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Jacob Ehrlich",NYC,0,0,0,0,0,6,1.1667,0,0,2
"CHI vs NYC",2023-08-27,"Jon Jackson",NYC,10,7,6,10,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Jason Ng",NYC,0,0,0,0,1,6,1.5000,1,0,3
"CHI vs NYC",2023-08-27,"Leo Fried",NYC,9,3,8,6,0,0,NULL,0,0,3
"CHI vs NYC",2023-08-27,"Christian Barnes",NYC,0,0,2,0,2,36,1.3889,-7,0,3
"CHI vs NYC",2023-08-27,"Annika Kim",NYC,0,0,0,0,0,0,NULL,0,0,1
"CHI vs NYC",2023-08-27,"Luis Mendoza",NYC,1,1,0,0,0,0,NULL,0,0,3
