Series,Date,Player,Team,Goals,Assists,Turnovers,"Quadball Stops","Beater Stops","Beater Shifts","Average Dodgeballs",Plus/Minus,"Runner Catches","Games Played"
"AUS vs BOS",2023-08-26,"Taylor Tracy",AUS,0,0,0,0,2,23,1.1304,-4,0,2
"AUS vs BOS",2023-08-26,"Sammy Garza",AUS,3,0,1,1,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Louis Sanchez",AUS,5,8,0,1,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Morgan Bertram",BOS,1,1,3,3,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Sierra Delk",BOS,0,2,3,1,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"William Richardson",BOS,0,0,0,0,0,0,NULL,0,1,2
"AUS vs BOS",2023-08-26,"Kieran Collier",BOS,0,0,0,0,0,30,1.4333,-7,0,2
"AUS vs BOS",2023-08-26,"Zach Doyle",BOS,1,2,2,2,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Carsen Olazaba",BOS,2,1,10,5,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Peter Lawrence",BOS,5,2,4,0,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Gregory Bento",BOS,1,0,0,2,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Leeanne Dillmann",BOS,0,0,0,0,5,28,1.4643,-6,0,2
"AUS vs BOS",2023-08-26,"Emma Polen",BOS,0,0,1,1,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Stephen Trempel",BOS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Athena Mayor",BOS,1,0,8,3,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Tyler Beckmann",BOS,1,0,1,1,0,0,NULL,0,1,2
"AUS vs BOS",2023-08-26,"Fiona Wisehart",BOS,0,0,0,0,1,9,1.1111,-2,0,2
"AUS vs BOS",2023-08-26,"Max Havlin",BOS,0,0,0,0,1,34,1.3235,-6,0,2
"AUS vs BOS",2023-08-26,"Harry Greenhouse",BOS,5,1,3,1,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Erin McCrady",BOS,0,0,0,0,0,14,1.3571,-4,0,2
"AUS vs BOS",2023-08-26,"Lulu Xu",BOS,0,0,0,0,0,24,1.3333,-4,0,2
"AUS vs BOS",2023-08-26,"Serena Monteiro",BOS,0,0,0,0,0,7,1.1429,-5,0,2
"AUS vs BOS",2023-08-26,"Andrew Steinberg",BOS,0,1,2,1,0,0,NULL,0,0,2
"AUS vs BOS",2023-08-26,"Ian Scura",BOS,4,3,3,3,0,0,NULL,0,0,2
"BOS vs MPLS",2023-08-26,"Lulu Xu",BOS,0,0,0,0,0,9,1.6667,-2,0,1
"BOS vs MPLS",2023-08-26,"Erin McCrady",BOS,0,0,0,0,1,6,1.5000,-2,0,1
"BOS vs MPLS",2023-08-26,"Gregory Bento",BOS,0,0,1,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Fiona Wisehart",BOS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Serena Monteiro",BOS,0,0,0,0,0,6,1.5000,-2,0,1
"BOS vs MPLS",2023-08-26,"Leeanne Dillmann",BOS,0,0,0,0,1,9,1.6667,0,0,1
"BOS vs MPLS",2023-08-26,"Stephen Trempel",BOS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Sierra Delk",BOS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Peter Lawrence",BOS,1,1,1,1,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Ian Scura",BOS,1,0,0,1,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Zach Doyle",BOS,3,2,3,2,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Harry Greenhouse",BOS,1,1,2,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Kieran Collier",BOS,0,0,0,0,1,9,1.6667,0,0,1
"BOS vs MPLS",2023-08-26,"Morgan Bertram",BOS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"William Richardson",BOS,1,1,0,1,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Tyler Beckmann",BOS,0,0,1,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Athena Mayor",BOS,1,0,1,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Andrew Steinberg",BOS,1,0,0,1,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Max Havlin",BOS,0,0,0,0,1,9,1.6667,-2,0,1
"BOS vs MPLS",2023-08-26,"Emma Polen",BOS,0,0,1,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Carsen Olazaba",BOS,0,3,1,1,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Ben Schlueter",MPLS,0,0,0,0,0,7,1.4286,2,0,1
"BOS vs MPLS",2023-08-26,"Jack Sellner",MPLS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Max Meier",MPLS,1,2,1,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Meredith McDowell",MPLS,0,0,0,0,0,6,1.3333,0,0,1
"BOS vs MPLS",2023-08-26,"Matt Bessard",MPLS,1,0,1,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Mike Devine",MPLS,0,0,0,0,0,0,NULL,0,1,1
"BOS vs MPLS",2023-08-26,"Anna Nelson",MPLS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Samantha Schwartz",MPLS,2,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Cody Narveson",MPLS,0,0,0,0,0,10,1.3000,0,0,1
"BOS vs MPLS",2023-08-26,"Alexander Obanor",MPLS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Joe Goulet",MPLS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Nathan Podolsky",MPLS,0,0,0,0,3,7,1.4286,2,0,1
"BOS vs MPLS",2023-08-26,"Henry Baer-Benson",MPLS,1,3,0,1,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Emily Sveda",MPLS,1,0,3,1,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Ben Zimet",MPLS,3,1,2,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Terry Carlson",MPLS,2,1,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Jonah Fuhrman",MPLS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Gracie Johnson",MPLS,0,0,0,0,1,11,1.3636,1,0,1
"BOS vs MPLS",2023-08-26,"Zeke Majeske",MPLS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs MPLS",2023-08-26,"Joe Blanchard",MPLS,0,0,0,0,1,7,1.4286,1,0,1
"BOS vs MPLS",2023-08-26,"Cole Lachmiller",MPLS,2,1,1,1,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Morgan Bertram",BOS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Sierra Delk",BOS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Harry Greenhouse",BOS,3,0,1,0,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Carsen Olazaba",BOS,2,2,0,0,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Serena Monteiro",BOS,0,0,0,0,0,6,1.5000,1,0,1
"BOS vs NO",2023-08-26,"Zach Doyle",BOS,1,0,0,1,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Lulu Xu",BOS,0,0,0,0,0,11,1.6364,5,0,1
"BOS vs NO",2023-08-26,"Gregory Bento",BOS,0,0,0,2,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Stephen Trempel",BOS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Max Havlin",BOS,0,0,0,0,3,11,1.6364,5,0,1
"BOS vs NO",2023-08-26,"Tyler Beckmann",BOS,1,0,2,1,0,0,NULL,0,1,1
"BOS vs NO",2023-08-26,"Andrew Steinberg",BOS,0,1,1,2,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Kieran Collier",BOS,0,0,0,0,1,4,1.2500,1,0,1
"BOS vs NO",2023-08-26,"Erin McCrady",BOS,0,0,0,0,0,7,1.5714,2,0,1
"BOS vs NO",2023-08-26,"Peter Lawrence",BOS,0,1,0,2,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Athena Mayor",BOS,2,0,1,2,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Ian Scura",BOS,1,1,0,0,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"William Richardson",BOS,1,0,1,1,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Leeanne Dillmann",BOS,0,0,0,0,0,5,1.4000,2,0,1
"BOS vs NO",2023-08-26,"William Andrews",BOS,0,0,0,0,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Emma Polen",BOS,0,0,0,1,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Alex Pucciarelli",NO,0,0,0,0,1,9,1.8889,-3,0,1
"BOS vs NO",2023-08-26,"P.J. Mitchell",NO,0,0,2,0,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Charlton Tramel",NO,3,0,0,1,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Carson Running",NO,0,0,3,1,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Michael Sanders",NO,0,0,0,0,2,8,1.2500,-3,0,1
"BOS vs NO",2023-08-26,"Veronica Spicer",NO,0,1,2,0,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Ben Mertens",NO,0,1,6,1,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Dylan DeLee",NO,0,0,1,1,0,0,NULL,0,0,1
"BOS vs NO",2023-08-26,"Josh Mansfield",NO,0,0,0,0,1,10,1.4000,-2,0,1
"BOS vs NO",2023-08-26,"Sarah Yanofsky",NO,0,0,0,0,1,2,1.5000,0,0,1
"BOS vs NO",2023-08-26,"Griffin Parr",NO,0,0,0,0,0,4,1.7500,-3,0,1
"BOS vs NO",2023-08-26,"Sarah Kneiling",NO,0,0,0,0,0,11,1.0000,-5,0,1
"CHI vs SA",2023-08-26,"Caleb Williams",CHI,0,0,0,0,1,12,1.4167,2,0,2
"CHI vs SA",2023-08-26,"Ryley Andrews",CHI,3,0,2,4,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Nivash Jayaram",CHI,3,0,1,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Michael Mrowiec",CHI,0,0,0,0,0,10,1.2000,-1,0,2
"CHI vs SA",2023-08-26,"Grant Himmelmann",CHI,0,0,1,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Matt Brown",CHI,0,0,0,0,2,24,1.6250,8,0,2
"CHI vs SA",2023-08-26,"Ally Manzella",CHI,2,0,1,4,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Tim Kwan",CHI,0,0,0,0,0,4,1.2500,-3,1,2
"CHI vs SA",2023-08-26,"Lauren Smith",CHI,0,0,2,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Jim Richert",CHI,0,0,0,0,1,16,1.6250,4,0,2
"CHI vs SA",2023-08-26,"Liam Zach",CHI,1,1,4,1,0,1,2.0000,1,0,2
"CHI vs SA",2023-08-26,"Dany Yaacoub",CHI,0,0,0,0,0,22,1.5000,3,0,2
"CHI vs SA",2023-08-26,"Matt Melton",CHI,0,1,2,2,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Byron Ng",CHI,3,1,2,2,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Nathan Digmann",CHI,7,5,0,5,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Nojus Ausra",CHI,0,0,0,0,3,19,1.6842,2,0,2
"CHI vs SA",2023-08-26,"Emma Vasquez",CHI,2,1,2,1,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Benjamin Peachey",CHI,4,0,2,2,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Amy Zasadzinski",CHI,0,0,0,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Melanie Rolfe",CHI,0,0,0,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Cole Collins",CHI,1,2,1,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Austin Watson",SA,0,0,0,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Carlos Prado",SA,1,0,0,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Maya Hinebaugh",SA,0,0,0,0,0,20,1.0500,-4,0,2
"CHI vs SA",2023-08-26,"Luke Langlinais",SA,3,0,4,2,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Kyle Bryant",SA,0,0,1,0,0,8,1.1250,-2,0,2
"CHI vs SA",2023-08-26,"Julie Picasso",SA,0,0,0,0,0,11,1.2727,0,0,2
"CHI vs SA",2023-08-26,"Trevor Smith",SA,0,0,1,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Javi Tijerina",SA,0,0,0,0,2,11,1.0000,-5,0,2
"CHI vs SA",2023-08-26,"Christian Cortez",SA,2,0,1,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Catherine Hay",SA,0,0,5,1,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Bradley Himes",SA,0,0,0,0,3,23,1.3913,-6,0,2
"CHI vs SA",2023-08-26,"Jay Stewart",SA,4,2,7,3,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Kristopher De La Fuente",SA,0,0,0,0,5,36,1.2778,0,0,2
"CHI vs SA",2023-08-26,"Milena Sousa",SA,0,0,0,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Nicodemus Robles",SA,0,0,0,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Matthew Blackwood",SA,1,3,8,6,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"David Avila",SA,1,2,1,1,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Emme Gouveia",SA,0,1,0,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Alyssa Villalba",SA,3,0,5,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"Terra Robinson",SA,0,0,0,0,0,0,NULL,0,0,2
"CHI vs SA",2023-08-26,"David Rodriguez",SA,1,0,5,2,0,0,NULL,0,0,2
"CLT vs KC",2023-08-26,"Leo Bonilla",CLT,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Micki Haralson",CLT,0,0,0,0,0,6,1.5000,-4,0,1
"CLT vs KC",2023-08-26,"Tony Bonadio",CLT,0,0,0,0,0,5,1.4000,-1,0,1
"CLT vs KC",2023-08-26,"Kody LaBauve",CLT,0,0,0,0,5,16,1.6250,4,0,1
"CLT vs KC",2023-08-26,"Melissa Ross",CLT,3,1,1,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Madison Burns",CLT,0,2,1,1,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Mohamed-Yahia Monawar",CLT,1,0,1,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Jordi Sancho",CLT,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Tyrell Byrd",CLT,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Nicholas Thompson",CLT,0,0,0,1,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Adelynn Morris",CLT,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"William Forinash",CLT,1,0,2,1,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Ryan Davis",CLT,1,0,3,1,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Zachary Thompson",CLT,1,0,3,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Joe Goldberg",CLT,0,0,0,0,0,10,1.6000,-5,0,1
"CLT vs KC",2023-08-26,"Lauren Hirsch",CLT,0,0,0,0,0,7,1.4286,1,0,1
"CLT vs KC",2023-08-26,"Allison Slominski",CLT,1,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Jared Woodard",CLT,2,1,1,1,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Toby Jenkins",CLT,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Celine Richard",CLT,0,0,0,0,2,18,1.6667,1,0,1
"CLT vs KC",2023-08-26,"Braxton Hale",CLT,1,1,1,1,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Robbie Wallace",KC,0,0,5,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Talon Klimek",KC,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Madeline Namanny",KC,0,0,0,0,1,5,1.4000,-1,0,1
"CLT vs KC",2023-08-26,"Cori Jobman",KC,0,0,2,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Brenna Duncan",KC,2,0,1,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Jackson Herdade",KC,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Danny Rendon",KC,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Aaron Stout",KC,3,2,2,3,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Miles Himmelmann",KC,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Dominic Krzmarzick",KC,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Riley Usami",KC,3,3,2,2,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Vincent Reyes",KC,0,0,0,0,1,12,1.3333,-2,0,1
"CLT vs KC",2023-08-26,"Brian McClannahan",KC,0,0,0,0,0,10,1.5000,3,0,1
"CLT vs KC",2023-08-26,"Layla English",KC,0,0,0,0,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Lauren Curry",KC,0,0,0,0,3,16,1.3750,0,0,1
"CLT vs KC",2023-08-26,"Keighlyn Johnson",KC,0,0,0,0,0,8,1.2500,0,0,1
"CLT vs KC",2023-08-26,"Justin Dewick",KC,0,0,0,0,0,7,1.1429,-2,0,1
"CLT vs KC",2023-08-26,"Matthew Gulick",KC,2,3,1,1,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Sena Morimoto",KC,1,2,4,2,0,0,NULL,0,0,1
"CLT vs KC",2023-08-26,"Audrey Shively",KC,0,0,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Celine Richard",CLT,0,0,0,0,2,20,1.3500,-4,0,1
"CLT vs MPLS",2023-08-26,"Leo Bonilla",CLT,0,0,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Micki Haralson",CLT,0,0,0,0,0,3,1.6667,1,0,1
"CLT vs MPLS",2023-08-26,"Tony Bonadio",CLT,0,0,0,0,0,4,1.0000,1,0,1
"CLT vs MPLS",2023-08-26,"Melissa Ross",CLT,0,0,0,1,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Allison Slominski",CLT,0,0,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Madison Burns",CLT,0,1,0,2,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Zachary Thompson",CLT,4,1,1,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"William Forinash",CLT,1,1,2,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Toby Jenkins",CLT,0,0,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Braxton Hale",CLT,0,3,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Tyrell Byrd",CLT,0,0,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Nicholas Thompson",CLT,0,0,1,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Ryan Davis",CLT,5,0,0,1,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Jordi Sancho",CLT,0,0,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Lauren Hirsch",CLT,0,0,0,0,0,4,1.0000,1,0,1
"CLT vs MPLS",2023-08-26,"Mohamed-Yahia Monawar",CLT,1,1,5,1,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Adelynn Morris",CLT,0,0,1,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Jared Woodard",CLT,0,1,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Kody LaBauve",CLT,0,0,0,0,5,19,1.4737,-1,0,1
"CLT vs MPLS",2023-08-26,"Joe Goldberg",CLT,0,0,0,0,0,4,1.0000,-2,0,1
"CLT vs MPLS",2023-08-26,"Ben Schlueter",MPLS,0,0,0,0,0,7,1.4286,2,0,1
"CLT vs MPLS",2023-08-26,"Nathan Podolsky",MPLS,0,0,0,0,0,7,1.4286,2,0,1
"CLT vs MPLS",2023-08-26,"Cole Lachmiller",MPLS,1,1,1,2,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Alexander Obanor",MPLS,4,0,1,1,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Emily Sveda",MPLS,0,1,1,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Mike Devine",MPLS,1,0,0,0,0,0,NULL,0,1,1
"CLT vs MPLS",2023-08-26,"Jack Sellner",MPLS,1,0,1,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Ben Zimet",MPLS,2,0,1,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Joe Blanchard",MPLS,0,0,0,0,1,5,1.8000,-1,0,1
"CLT vs MPLS",2023-08-26,"Zeke Majeske",MPLS,0,0,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Matt Bessard",MPLS,1,1,1,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Jonah Fuhrman",MPLS,0,0,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Max Meier",MPLS,0,0,0,1,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Anna Nelson",MPLS,0,0,1,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Terry Carlson",MPLS,2,0,4,1,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Gracie Johnson",MPLS,0,0,0,0,3,16,1.5625,2,0,1
"CLT vs MPLS",2023-08-26,"Samantha Schwartz",MPLS,0,1,2,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Meredith McDowell",MPLS,0,0,0,0,0,5,1.8000,-1,0,1
"CLT vs MPLS",2023-08-26,"Joe Goulet",MPLS,0,0,0,0,0,0,NULL,0,0,1
"CLT vs MPLS",2023-08-26,"Cody Narveson",MPLS,0,0,0,0,2,16,1.5625,2,0,1
"CLT vs MPLS",2023-08-26,"Henry Baer-Benson",MPLS,1,1,0,1,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Ryan Hsu",DET,0,0,0,0,3,19,1.0000,-7,0,1
"DET vs KC",2023-08-26,"Lukas Marklin",DET,1,1,3,1,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Lyndsey Smeyers",DET,2,0,0,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Ethan Wanous",DET,0,0,0,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Amanda Margolis",DET,0,0,4,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Nicholas Love",DET,0,0,0,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Andrew Mueller",DET,1,0,2,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Rei Brodeur",DET,0,0,0,0,1,21,1.1905,-7,0,1
"DET vs KC",2023-08-26,"Sarah Maxey",DET,0,0,1,1,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Brooke Smiley",DET,0,0,0,0,2,12,1.2500,-5,0,1
"DET vs KC",2023-08-26,"Eden Ahern",DET,0,0,1,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Jack Levy",DET,2,0,3,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Dustin Minnick",DET,0,0,0,0,0,3,2.0000,0,0,1
"DET vs KC",2023-08-26,"Gwen Pratt",DET,1,0,0,1,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Kaegan Maddelein",DET,0,2,1,1,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Thomas Weir",DET,0,0,0,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Rob Butler",DET,0,4,2,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"George Dering",DET,2,0,1,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Brian Flahie",DET,0,0,0,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Ryan Swanson",DET,0,0,0,0,0,11,1.3636,-5,0,1
"DET vs KC",2023-08-26,"Justin Dewick",KC,0,0,0,0,1,6,1.5000,3,0,1
"DET vs KC",2023-08-26,"Brian McClannahan",KC,0,0,0,0,3,11,1.2727,3,0,1
"DET vs KC",2023-08-26,"Riley Usami",KC,5,1,1,1,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Cori Jobman",KC,1,0,0,1,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Miles Himmelmann",KC,1,0,1,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Dominic Krzmarzick",KC,0,0,0,0,0,4,1.2500,0,0,1
"DET vs KC",2023-08-26,"Danny Rendon",KC,0,0,0,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Vincent Reyes",KC,2,0,0,1,3,10,1.5000,4,0,1
"DET vs KC",2023-08-26,"Sena Morimoto",KC,5,6,4,4,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Audrey Shively",KC,0,0,0,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Madeline Namanny",KC,0,0,0,0,0,8,1.3750,1,0,1
"DET vs KC",2023-08-26,"Keighlyn Johnson",KC,0,0,0,0,0,9,1.4444,4,0,1
"DET vs KC",2023-08-26,"Layla English",KC,0,0,0,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Robbie Wallace",KC,2,0,2,0,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Jackson Herdade",KC,0,0,0,0,1,2,2.0000,0,0,1
"DET vs KC",2023-08-26,"Brenna Duncan",KC,1,0,3,1,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Lauren Curry",KC,0,0,0,0,2,17,1.4118,5,0,1
"DET vs KC",2023-08-26,"Aaron Stout",KC,1,2,0,3,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Matthew Gulick",KC,2,1,2,2,0,0,NULL,0,0,1
"DET vs KC",2023-08-26,"Talon Klimek",KC,0,0,0,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Ryan Swanson",DET,0,0,0,0,2,10,1.4000,1,0,1
